Date,Close
8/22/19,296.93
8/23/19,291.44
8/26/19,294.98
8/27/19,291.03
8/28/19,291.77
8/29/19,296.78
8/30/19,293.75
9/3/19,289.29
9/4/19,291.52
9/5/19,293.25
9/6/19,290.17
9/9/19,294.34
9/10/19,287.99
9/11/19,288.27
9/12/19,288.86
9/13/19,294.15
9/16/19,294.29
9/17/19,298.60
9/18/19,291.56
9/19/19,286.60
9/20/19,270.75
9/23/19,265.92
9/24/19,254.59
9/25/19,264.75
9/26/19,263.31
9/27/19,263.08
9/30/19,267.62
10/1/19,269.58
10/2/19,268.03
10/3/19,268.15
10/4/19,272.79
10/7/19,274.46
10/8/19,270.72
10/9/19,267.53
10/10/19,280.48
10/11/19,282.93
10/14/19,285.53
10/15/19,284.25
10/16/19,286.28
10/17/19,293.35
10/18/19,275.30
10/21/19,278.05
10/22/19,266.69
10/23/19,271.27
10/24/19,271.50
10/25/19,276.82
10/28/19,281.86
10/29/19,281.21
10/30/19,291.45
10/31/19,287.41
11/1/19,286.81
11/4/19,292.86
11/5/19,288.03
11/6/19,288.59
11/7/19,289.57
11/8/19,291.57
11/11/19,294.18
11/12/19,292.01
11/13/19,283.11
11/14/19,289.62
11/15/19,295.03
11/18/19,302.57
11/19/19,302.60
11/20/19,305.16
11/21/19,311.69
11/22/19,310.48
11/25/19,315.55
11/26/19,312.49
11/27/19,315.93
11/29/19,314.66
12/2/19,309.99
12/3/19,306.16
12/4/19,304.32
12/5/19,302.86
12/6/19,307.35
12/9/19,302.50
12/10/19,293.12
12/11/19,298.93
12/12/19,298.44
12/13/19,298.50
12/16/19,304.21
12/17/19,315.48
12/18/19,320.80
12/19/19,332.22
12/20/19,336.90
12/23/19,333.10
12/24/19,333.20
12/26/19,332.63
12/27/19,329.09
12/30/19,323.31
12/31/19,323.57
1/2/20,329.81
1/3/20,325.90
1/6/20,335.83
1/7/20,330.75
1/8/20,339.26
1/9/20,335.66
1/10/20,329.05
1/13/20,338.92
1/14/20,338.69
1/15/20,339.07
1/16/20,338.62
1/17/20,339.67
1/21/20,338.11
1/22/20,326.00
1/23/20,349.60
1/24/20,353.16
1/27/20,342.88
1/28/20,348.52
1/29/20,343.16
1/30/20,347.74
1/31/20,345.09
2/3/20,358.00
2/4/20,369.01
2/5/20,369.67
2/6/20,366.95
2/7/20,366.77
2/10/20,371.07
2/11/20,373.69
2/12/20,380.01
2/13/20,381.40
2/14/20,380.40
2/18/20,387.78
2/19/20,386.19
2/20/20,386.00
2/21/20,380.07
2/24/20,368.70
2/25/20,360.09
2/26/20,379.24
2/27/20,371.71
2/28/20,369.03
3/2/20,381.05
3/3/20,368.77
3/4/20,383.79
3/5/20,372.78
3/6/20,368.97
3/9/20,346.49
3/10/20,364.13
3/11/20,349.92
3/12/20,315.25
3/13/20,336.30
3/16/20,298.84
3/17/20,319.75
3/18/20,315.47
3/19/20,332.03
3/20/20,332.83
3/23/20,360.27
3/24/20,357.32
3/25/20,342.39
3/26/20,362.99
3/27/20,357.12
3/30/20,370.96
3/31/20,375.50
4/1/20,364.08
4/2/20,370.08
4/3/20,361.76
4/6/20,379.96
4/7/20,372.28
4/8/20,371.12
4/9/20,370.72
4/13/20,396.72
4/14/20,413.55
4/15/20,426.75
4/16/20,439.17
4/17/20,422.96
4/20/20,437.49
4/21/20,433.83
4/22/20,421.42
4/23/20,426.70
4/24/20,424.99
4/27/20,421.38
4/28/20,403.83
4/29/20,411.89
4/30/20,419.85
5/1/20,415.27
5/4/20,428.15
5/5/20,424.68
5/6/20,434.26
5/7/20,436.53
5/8/20,435.55
5/11/20,440.52
5/12/20,431.82
5/13/20,438.27
5/14/20,441.95
5/15/20,454.19
5/18/20,452.58
5/19/20,451.04
5/20/20,447.67
5/21/20,436.25
5/22/20,429.32
5/26/20,414.77
5/27/20,419.89
5/28/20,413.44
5/29/20,419.73
6/1/20,425.92
6/2/20,427.31
6/3/20,421.97
6/4/20,414.33
6/5/20,419.60
6/8/20,419.49
6/9/20,434.05
6/10/20,434.48
6/11/20,425.56
6/12/20,418.07
6/15/20,425.50
6/16/20,436.13
6/17/20,447.77
6/18/20,449.87
6/19/20,453.72
6/22/20,468.04
6/23/20,466.26
6/24/20,457.85
6/25/20,465.91
6/26/20,443.40
6/29/20,447.24
6/30/20,455.04
7/1/20,485.64
7/2/20,476.89
7/6/20,493.81
